AccX1;AccY1;AccZ1;GyrX1;GyrY1;GyrZ1;AccX2;AccY2;AccZ2;GyrX2;GyrY2;GyrZ2;AccX3;AccY3;AccZ3;GyrX3;GyrY3;GyrZ3;AccX4;AccY4;AccZ4;GyrX4;GyrY4;GyrZ4;AccX5;AccY5;AccZ5;GyrX5;GyrY5;GyrZ5;AccX6;AccY6;AccZ6;GyrX6;GyrY6;GyrZ6;AccX7;AccY7;AccZ7;GyrX7;GyrY7;GyrZ7;AccX8;AccY8;AccZ8;GyrX8;GyrY8;GyrZ8;AccX9;AccY9;AccZ9;GyrX9;GyrY9;GyrZ9;AccX10;AccY10;AccZ10;GyrX10;GyrY10;GyrZ10;AccX11;AccY11;AccZ11;GyrX11;GyrY11;GyrZ11;AccX12;AccY12;AccZ12;GyrX12;GyrY12;GyrZ12;AccX13;AccY13;AccZ13;GyrX13;GyrY13;GyrZ13;AccX14;AccY14;AccZ14;GyrX14;GyrY14;GyrZ14;AccX15;AccY15;AccZ15;GyrX15;GyrY15;GyrZ15;AccX16;AccY16;AccZ16;GyrX16;GyrY16;GyrZ16;AccX17;AccY17;AccZ17;GyrX17;GyrY17;GyrZ17;AccX18;AccY18;AccZ18;GyrX18;GyrY18;GyrZ18;AccX19;AccY19;AccZ19;GyrX19;GyrY19;GyrZ19;AccX20;AccY20;AccZ20;GyrX20;GyrY20;GyrZ20;Label
137;-35;76;-89;561;100;-9;6;18;-45;-483;-8;-19;-17;-14;58;-527;-49;5;14;-17;-68;-304;-12;5;6;-20;48;-419;18;-28;6;-34;36;18;72;-24;-7;-21;12;-231;24;-60;0;-38;45;251;16;-30;-13;-20;-21;94;-34;-39;6;-13;82;539;-93;14;2;28;-16;339;-19;-1;-3;28;-196;179;74;22;12;28;125;79;-118;5;-4;16;17;-87;30;-1;2;0;35;-5;-14;5;-8;3;-65;-120;-11;-9;14;-16;49;52;16;3;-5;-1;-58;-4;9;-6;-1;-2;69;44;-14;12;-4;10;-33;-30;4;down
-7;3;-2;37;19;5;14;-4;9;-16;-75;-8;-19;2;-15;-22;25;8;8;0;2;3;45;-14;3;1;4;-14;-37;8;-6;-2;-2;-5;12;6;1;1;-1;2;-1;-5;4;-1;-1;-3;13;-5;-2;2;2;15;-9;1;-2;3;0;-6;39;6;159;-6;-11;718;1684;-87;79;-18;82;-739;-297;261;-18;25;43;44;-891;12;-28;-42;-10;-178;-850;-201;-25;43;-49;-124;-449;-26;17;1;-21;186;-321;2;-21;7;-30;45;-241;5;-22;-6;-9;171;-123;-76;-35;3;-21;-150;-151;161;-53;3;-31;304;72;-36;down
-70;-31;-40;-201;296;61;-25;17;-1;-135;528;-13;3;-2;26;209;339;-55;-12;-5;21;-146;260;27;21;-4;36;100;148;-12;-7;-4;10;-158;24;-5;19;5;15;57;22;-5;0;6;3;-83;-77;21;0;-1;-7;72;-55;-28;-6;1;-6;0;2;-5;3;3;-1;27;46;-6;0;-1;2;-7;26;23;3;-2;2;3;8;-9;-1;-3;1;-50;-75;3;-4;2;-4;78;44;-10;4;2;4;-55;-2;13;2;-3;1;43;-22;4;-10;0;-9;-43;16;-31;9;5;6;-5;-6;21;-1;-6;1;21;-25;-6;down
-18;7;-160;-334;1199;-149;157;25;77;1242;951;-204;48;-55;95;-1234;-199;480;72;61;63;535;-451;-27;-24;-63;38;-283;-712;104;-28;29;-3;16;-850;-130;-42;-13;-47;37;-528;-68;11;11;-32;-39;-300;-27;-1;12;-22;95;-237;-35;-15;-8;-15;-46;-212;30;-34;11;-14;-8;-2;17;-27;1;-13;10;-31;39;-45;-3;-21;184;193;22;-34;-11;-20;-99;71;31;-54;-3;-29;-86;511;-18;10;9;32;-13;375;-9;-3;-5;29;39;237;28;8;-10;30;-1;131;-62;18;3;20;-46;-62;-22;-2;8;-5;16;-34;-3;down
2;-2;-2;-15;-36;-19;-1;3;-4;30;9;7;4;5;6;-19;17;29;-9;-2;-5;26;5;5;7;-5;2;-19;14;-17;2;2;6;-6;-90;-10;-9;0;-11;41;75;10;8;9;4;-64;-1;-5;-1;-4;3;62;-23;10;-5;-5;-3;-4;41;1;-46;-7;-149;-224;385;-97;45;31;-5;533;696;-214;43;-20;38;-205;1057;80;133;1;67;-274;306;172;77;-4;96;612;-345;-29;38;-20;67;-418;-800;228;-45;13;-6;-310;-940;-72;-43;7;-27;229;-644;-63;-1;1;-23;-89;-531;-11;9;15;-20;128;-386;-6;down
3;-3;-15;23;-350;42;-30;6;-26;110;-293;-14;-53;-4;-37;74;-98;59;-78;-24;-46;-248;239;81;-69;6;-38;35;548;-110;-12;-2;19;115;546;-36;5;5;32;-102;347;29;6;-2;32;78;300;-40;8;-9;31;-134;115;12;14;11;20;47;-62;-39;0;1;3;-26;-94;12;0;-5;-6;20;-53;9;-4;8;-11;12;10;-15;0;1;-2;-24;34;18;1;-5;4;4;-3;3;2;2;0;20;18;-24;0;4;1;18;5;22;-1;-5;2;-17;1;-18;5;1;3;-7;-60;5;-5;0;-7;22;31;10;down
152;8;-35;-76;2181;-141;92;19;91;223;-232;40;17;-10;40;51;-741;200;-36;-24;3;-347;-775;3;-26;14;-18;116;-678;-74;-7;5;-35;20;-380;-9;4;0;-19;9;-414;20;-8;5;-11;-8;-254;34;-27;2;-23;121;-188;-46;-42;-2;-25;-15;-104;94;-78;-23;-43;61;204;-42;-51;-5;-26;-165;441;-59;2;15;13;67;481;-54;-9;-4;18;-91;359;50;24;5;41;100;322;-15;22;-8;37;-157;-114;12;-10;10;0;65;-13;0;5;-8;3;18;-44;1;7;0;-2;15;-46;-24;-7;2;-9;-32;-17;-11;down
6;0;3;2;-9;9;-10;6;-2;-9;22;-3;14;-1;8;38;-21;24;-14;-4;-8;-18;-17;-7;12;2;1;31;5;9;-3;-1;-2;-43;-3;10;-10;-9;-2;-6;33;-15;11;2;1;-23;-8;-37;-14;16;0;26;45;24;17;-15;10;18;-66;-6;-71;-14;-146;-391;409;25;7;28;-59;279;856;-183;85;11;40;434;1118;-134;155;-4;123;-931;788;506;90;78;88;717;-1132;-270;21;-99;72;141;-996;118;-27;32;14;-254;-1070;116;-34;-30;-27;109;-927;-115;31;41;-20;118;-775;-139;-30;-12;-76;69;-734;157;down
-84;-28;-85;168;-255;-95;-167;-35;-117;-536;644;60;-53;22;-18;135;1115;-122;15;24;78;60;750;1;17;6;74;-215;318;68;23;2;41;174;207;133;11;-33;21;-57;-87;27;-4;18;8;-128;-69;-14;19;-14;2;173;-192;-11;-24;-15;-26;-183;6;-144;1;39;-6;26;92;45;12;-4;9;69;19;51;7;-22;9;-42;-88;-65;-20;25;-10;-131;58;9;10;5;6;270;37;30;12;-35;14;10;-95;-39;-19;1;-25;-91;-40;-115;6;31;2;-31;90;-2;5;5;7;83;21;68;2;-12;8;-122;-35;8;down
-71;-19;-146;-181;567;13;0;11;-71;92;1072;-31;95;2;-5;256;1327;-188;257;42;198;548;114;-90;55;-9;168;-747;-1480;733;-36;-60;27;93;-1362;-143;-122;-2;-93;-167;-946;-262;8;55;-46;439;-394;-128;19;-23;-20;-218;-418;42;-33;17;-42;-63;-399;86;-57;-5;-37;150;-25;3;-116;-29;-65;-189;408;71;-45;4;-11;183;685;-101;10;1;40;-166;544;20;17;24;45;-32;366;-30;31;-17;46;82;26;42;1;3;10;-5;1;10;-4;-7;-2;-51;-72;-23;-3;6;0;44;-43;9;1;2;-4;-36;-41;-9;down
-3;1;-4;38;21;8;-2;-5;-3;-34;13;-13;1;10;0;34;60;20;11;-1;10;8;-17;15;-10;-7;-2;-17;-4;-5;4;3;-1;6;-7;-15;-1;1;-3;18;-1;16;0;-5;3;-26;0;-17;3;0;-1;9;-15;-5;1;3;-3;-10;3;-6;-69;-20;-154;-97;686;-151;56;14;-10;356;961;-192;128;-13;98;-163;638;74;85;59;87;-232;-249;120;15;-16;49;332;-716;122;25;-24;52;-479;-849;102;-28;30;-12;392;-920;-44;-35;-24;-41;-9;-531;55;9;2;-31;-33;-550;-9;-33;0;-44;82;-284;33;down
-80;-3;-64;-49;12;3;-58;-4;-24;187;417;-29;-54;-28;-16;-317;387;-15;-10;33;20;111;653;-8;15;-22;38;-115;117;2;-5;7;19;100;374;-23;31;-10;46;-142;-64;-26;7;20;8;53;-36;13;-13;-10;-12;-10;-45;-2;1;5;-6;19;-52;-16;0;4;-4;5;40;-19;-2;6;0;-11;24;37;3;-7;8;43;21;2;-1;-3;-1;-16;-54;-16;3;1;-5;-7;1;-13;-10;4;-3;25;45;14;6;0;3;2;3;7;1;2;2;-43;-9;26;3;-4;3;44;-11;-20;-2;-1;-3;-35;-16;-6;down
-55;-10;-145;-59;777;-207;96;14;48;227;515;-63;3;2;6;-343;344;157;89;15;49;160;303;-65;85;-2;96;34;-316;173;-3;6;39;-31;-657;83;-31;-23;-13;35;-675;-18;-8;8;-26;-58;-492;-54;-9;12;-32;45;-342;12;8;-1;-6;3;-285;22;-8;-4;-6;85;-315;-56;-33;2;-20;153;-135;-13;-16;-13;0;-68;-149;57;-58;4;-39;-26;-14;53;-38;-22;-29;19;207;-70;-51;5;-15;-202;516;36;10;8;28;119;380;-7;-15;-3;17;-99;219;12;18;-3;35;57;84;-20;-3;-7;7;-26;76;-13;down
8;3;5;-53;-10;-40;6;11;7;53;11;-2;-4;-5;-2;-23;-63;13;-3;4;-8;23;34;-35;1;4;-2;-7;49;54;3;-6;7;-34;-41;-12;-3;1;-1;40;6;-6;4;1;2;-22;-6;5;1;0;-1;-15;-25;1;-8;-1;-5;15;8;4;141;0;-65;87;2225;-169;115;30;95;-414;-207;181;33;-3;76;347;-832;31;-42;-21;6;-400;-884;120;-35;19;-29;568;-726;-186;-9;-4;-46;-94;-440;88;13;-3;-23;96;-425;-44;-25;-5;-25;-233;-240;56;-28;11;-11;320;-117;-54;-62;-12;-28;-162;10;51;down
-90;-11;-44;147;365;-50;-20;-19;-3;-154;392;-50;-5;15;17;-79;482;54;1;3;28;76;406;-12;14;-11;40;-71;52;16;13;6;21;-25;31;-19;6;1;7;-28;-75;-2;-4;4;-12;10;-26;-23;0;7;0;4;22;14;-2;-9;-1;-15;-32;-13;-5;5;-4;46;48;8;3;-3;4;-57;-31;2;6;1;4;33;-3;-2;-4;0;-2;30;22;6;-2;0;-4;-25;12;-1;-1;0;1;-47;0;11;13;4;4;74;-18;-28;-12;1;-3;-38;27;36;11;-12;3;28;-26;-34;-4;8;-2;-38;-16;5;down
-63;-6;-144;-340;653;54;-2;-10;-72;271;1101;-139;112;34;20;295;1397;-88;239;-29;161;328;-23;-194;78;36;112;-995;-1155;566;-59;-3;27;612;-1158;-213;-55;-16;-21;-322;-888;105;-28;5;-43;231;-644;-129;14;13;-30;8;-487;66;-7;0;-24;210;-434;-32;-43;-13;-24;-158;-190;44;-54;-1;-19;114;-100;-62;-77;-6;-34;-144;213;102;-43;-21;-13;126;414;-80;-42;2;-6;-333;574;72;9;6;41;316;415;-58;-6;-9;28;-228;290;38;22;4;32;47;69;-74;10;10;15;-81;15;52;-3;-1;-2;76;-63;-48;down
2;2;0;25;-32;13;-5;-5;-8;-42;-14;-10;-2;9;-5;17;62;6;8;-2;6;-10;16;21;-4;-4;3;-3;-27;-4;3;1;-1;26;30;-11;0;3;4;-28;-4;27;4;-9;-2;31;-37;-37;-3;9;-2;-61;28;3;2;2;3;69;-29;7;153;32;-12;-151;1743;-89;30;-22;36;230;-374;27;-5;2;5;-450;-350;106;35;7;40;644;-692;-90;-14;-12;2;-433;-656;116;-8;9;-19;299;-509;-79;-18;-2;-30;-182;-484;83;-23;-4;-30;153;-223;-32;-34;4;-22;-21;-30;21;-43;-6;-25;-4;-25;34;down
-54;5;-19;444;381;-182;-7;-38;16;-328;44;129;-50;19;-13;-228;401;32;-5;-12;13;96;166;-9;-25;3;3;-154;355;59;-7;-5;16;26;198;-74;20;-1;23;-59;141;-9;17;11;18;54;22;-43;-1;6;5;-6;-49;19;-6;-4;-6;22;32;-2;8;2;5;58;-80;-19;-8;-6;-12;-99;11;7;7;8;3;68;14;-9;0;-2;3;-5;31;21;-1;1;-1;-2;0;-15;3;-1;5;-17;-21;18;-2;-3;-2;12;-22;-21;1;6;0;-6;-8;16;-2;-3;-5;4;17;-7;1;-2;1;3;-4;-3;down
-56;1;-153;-96;619;-156;79;24;24;389;860;-74;24;-21;32;-332;388;110;72;-7;29;118;399;-7;136;16;117;28;-130;66;15;13;80;-241;-1031;224;-31;-30;-1;121;-877;-22;-41;7;-47;-28;-737;-106;3;13;-35;171;-389;-39;-7;-4;-30;-151;-359;4;-22;1;-22;45;-200;4;-49;12;-30;77;-57;5;-40;-12;-16;143;99;55;-44;-14;-12;-128;219;13;-26;-4;-11;-28;244;-33;-29;5;-4;-42;479;3;5;-12;25;-27;198;-7;-9;8;17;-36;285;-12;22;-1;36;30;71;-11;3;0;10;-103;-73;7;down
-1;6;-4;73;-1;-38;6;-1;0;-22;-28;25;-6;3;-6;30;18;-23;6;3;3;-18;-17;5;-8;-4;-2;31;32;12;6;0;0;-49;-8;-3;1;9;4;82;20;14;2;-10;1;-42;-14;2;0;4;-1;28;-18;-10;-3;-1;0;-43;-21;-1;175;29;-23;231;2103;-60;38;-37;49;-219;-459;126;24;12;29;-36;-517;-16;7;1;20;-75;-696;-6;-22;-1;-4;47;-710;-41;-10;8;-30;88;-472;-38;-9;5;-27;-43;-445;31;-18;3;-24;87;-196;49;-29;-5;-10;-105;-146;16;-47;10;-36;251;0;-10;down
-49;-25;-19;25;198;48;-62;-1;-33;-297;406;-5;2;2;24;311;425;-114;-8;-11;21;-330;286;77;2;10;27;149;200;-60;6;-9;23;-175;104;34;18;17;21;180;-24;-52;0;-6;1;-102;-89;37;-6;0;-15;57;15;-40;-3;2;-3;-32;22;6;-1;1;-1;20;52;15;4;-1;7;22;2;0;4;-5;4;-58;-51;-11;-8;7;-6;42;28;8;8;-7;5;-23;-31;3;-7;6;-5;2;8;2;6;-3;0;12;17;-10;5;0;7;12;-24;-4;-12;1;-7;-5;9;13;7;-7;-1;-16;-12;-28;down
10;156;-4;-82;14;1003;19;27;-5;905;106;974;14;-111;-5;-221;-109;631;15;-17;-19;790;85;518;20;-130;-12;-286;-142;10;-14;-111;9;-201;132;-1064;-4;-15;1;-316;130;-870;10;-46;1;-371;-164;-1214;2;57;8;-721;15;-784;14;63;21;-64;-130;-709;-16;13;0;151;-82;-854;-22;75;-21;-827;10;304;7;66;6;635;-130;-466;-56;1;-13;-613;143;810;-13;91;10;632;146;389;8;-49;28;607;59;278;-10;-15;-2;-228;-29;781;1;-9;-3;364;-79;-93;-7;-33;-4;-209;56;425;6;-6;1;62;-9;-22;left
1;-16;3;-108;47;71;3;-2;0;85;-26;-67;7;-1;3;-71;-17;-14;-9;17;-5;37;-11;14;0;-7;-2;55;32;27;11;-3;6;-34;-46;-50;-9;-1;-4;12;16;46;7;-2;0;-7;-13;-37;-10;5;-2;-11;10;-15;2;-3;-4;-28;-19;9;34;160;9;9;197;723;18;69;-12;1119;-14;1380;36;-120;-6;402;-103;1564;12;-136;7;-303;-255;-300;-38;-112;-42;-17;207;-880;5;-73;5;-600;143;-901;2;-31;12;-474;-71;-1254;-2;17;-6;-384;27;-1443;24;74;23;-807;-40;-534;-10;77;3;520;-67;-840;left
-8;18;-5;-993;34;139;-5;194;3;395;-23;-38;-14;-36;14;499;-432;805;-45;30;-21;176;210;382;11;-41;15;154;17;587;-19;12;-4;103;29;396;-8;-37;1;411;122;-11;6;-29;5;-247;64;334;2;-14;4;76;-24;-50;-6;-1;-5;-75;55;-12;12;2;1;116;55;-40;0;-6;7;-87;-53;-10;3;12;0;34;-15;-11;0;-2;0;-13;-10;21;-1;2;0;-3;24;15;11;9;0;14;-97;1;-16;-16;-13;25;45;-14;13;12;11;-41;2;-2;-1;7;1;90;9;22;-5;-22;-1;-12;-35;8;left
0;161;-14;210;101;270;39;11;0;779;95;1030;13;-76;-2;390;-161;1388;6;-71;-1;-359;49;410;0;-79;-17;445;-34;-460;-11;-117;-16;-902;-35;-339;4;-59;12;15;283;-1470;15;-28;11;-754;-259;-1084;-22;49;-4;-537;56;-1053;19;99;21;-365;-72;-516;-26;68;4;89;-11;-270;6;41;0;-115;-114;144;-23;55;-5;340;-42;358;-5;-28;-3;-7;63;276;17;47;7;437;-47;-130;-5;-24;2;-207;53;706;-14;31;-5;85;-70;186;-3;-45;5;186;94;171;-3;24;1;-1;-14;239;-17;-13;-3;273;43;44;left
2;-16;2;-85;56;102;7;-16;3;-44;-37;17;-4;10;-4;63;56;-65;11;-4;6;-5;-36;42;-5;-1;-2;28;8;-31;0;3;-2;-3;-16;-20;-1;3;-2;16;20;24;-4;-7;0;-50;-8;0;11;14;4;55;-10;-21;-7;-8;-3;-35;20;65;36;-170;-32;1159;-32;1755;-8;-26;10;-644;148;-756;5;-17;15;-410;-95;-529;-28;7;-16;-270;-37;-1213;9;56;14;-528;109;-67;2;25;7;204;-75;-654;26;32;8;-362;-8;-319;-5;82;-6;315;-10;-44;-5;-20;-12;-153;-61;341;-1;51;-1;196;61;-151;left
19;16;11;-319;-66;608;-14;49;4;286;-68;346;-15;-23;0;128;-64;363;-26;-6;-10;353;113;158;0;-33;4;21;28;130;5;-10;5;39;-23;-8;-8;-21;-6;-23;32;66;8;3;3;58;44;-57;3;-3;3;-88;22;1;1;13;-2;48;-10;-35;-1;-10;1;-15;17;40;4;7;2;-7;-26;-8;-6;6;-4;37;-7;12;2;-6;0;33;43;-9;6;-11;4;-90;-52;-9;-6;15;-5;41;-7;-45;3;4;2;30;47;43;3;-10;5;-1;-18;7;-3;-1;-3;-42;-33;-43;-4;10;-4;30;28;35;left
5;154;-28;398;217;519;42;-71;19;692;117;1117;-1;-26;-6;-20;-106;288;42;-43;1;336;-92;759;-25;-64;-20;41;-32;-8;-6;-124;-3;-477;-86;-412;3;-71;22;-287;244;-1114;9;-44;12;-600;-290;-1115;-13;45;-11;-682;-19;-1108;13;95;10;-436;28;-495;-20;84;4;405;-124;-355;9;-4;5;-338;-11;55;-22;70;-9;328;-50;-23;-9;-18;-9;-69;-66;245;-1;46;-5;-253;79;411;9;23;21;502;28;244;-32;-8;-8;-11;-23;616;-5;-16;2;256;40;100;-9;8;-1;161;68;132;6;-30;6;-35;33;86;left
-4;-3;0;9;12;78;2;-5;1;56;13;-34;3;-9;0;17;37;23;3;-2;1;-2;-11;-15;4;5;2;2;-5;-31;-4;-1;-4;-52;-16;45;-2;1;-1;49;35;-23;5;-3;4;-21;-36;24;-2;1;0;22;6;-31;-3;11;-2;10;11;0;70;-146;-58;1922;26;2991;1;-147;27;-1361;187;-824;-9;3;11;-418;-21;-1611;-21;-6;-14;-251;-259;-1274;11;78;4;-837;-16;-705;5;108;22;-35;99;-519;-4;35;-2;-126;-7;-28;4;87;8;114;-43;145;-6;-7;3;225;-104;415;-27;26;-14;102;-34;142;left
18;9;13;59;-58;221;-23;-7;-9;22;20;254;2;24;4;-69;-90;184;-14;8;-2;359;55;212;-11;-19;-5;40;35;151;-3;4;3;151;94;206;-11;-22;-3;130;46;-4;5;-11;7;-27;41;63;6;-10;0;-19;21;8;4;2;3;78;42;-50;6;-7;4;-108;-11;110;-2;2;-3;83;-5;-72;-3;3;-1;-29;-17;-16;5;4;-1;4;3;57;2;-15;4;-3;-7;-55;-1;10;0;-56;-34;19;-4;13;-5;102;23;-18;-3;-11;0;-34;25;22;12;0;6;-18;-34;-13;-13;-1;-6;-3;35;13;left
-5;169;-29;654;331;27;25;4;77;-14;298;1319;61;-54;-97;814;-443;1565;25;-176;-7;1600;101;504;33;-213;34;-1833;-615;-2;-63;-35;-11;-514;385;-1843;-3;21;-4;-444;-18;-1268;-10;22;2;-378;106;-767;0;45;20;-537;-14;-733;-3;77;16;-159;-161;-258;-1;22;-1;266;-42;-471;-6;9;-6;-286;-102;99;-3;40;-2;50;-26;-393;-6;41;6;1;-5;187;-13;47;-2;124;83;443;-14;17;10;174;73;559;-6;-25;4;137;-17;637;-5;-8;3;155;-26;125;-7;-10;-3;133;56;243;-9;-34;-2;79;-18;23;left
1;-14;-3;-36;40;31;5;8;-1;-2;-2;-22;9;-10;8;-30;16;25;-2;5;-2;54;-38;-70;-8;4;-4;-27;31;45;6;-3;3;2;4;-28;-2;2;-2;-16;-17;13;4;5;1;32;20;-12;-1;-8;1;-20;-26;25;0;2;0;40;6;-42;46;148;-6;651;404;780;30;-33;6;17;-417;1162;-3;-73;-6;318;-13;488;-12;-10;-30;123;-117;236;-3;-89;-27;70;266;536;28;-142;25;-63;-216;-930;-24;-45;18;-948;267;-1154;14;-8;12;140;-82;-1351;-10;54;-9;-923;-127;-866;-13;110;0;-66;69;-414;left
2;31;8;-116;-174;64;-11;14;-3;-28;-20;-161;3;50;3;105;-59;58;-20;-5;-2;44;43;117;-18;19;-12;46;90;159;14;33;11;69;11;241;-11;24;3;32;32;346;1;-30;7;156;-28;310;-10;16;-2;75;3;90;2;-13;3;141;4;181;-9;-13;1;129;18;11;-1;-16;0;-38;13;122;-3;0;-2;70;13;-9;3;-8;1;23;22;35;3;-5;-1;-16;12;-30;4;-2;1;-66;-16;6;0;6;-2;52;-3;-19;-3;0;-1;-9;18;-1;4;2;4;-12;9;21;1;-6;0;-22;-50;-15;left
7;160;-7;637;102;276;15;40;-15;187;147;1394;52;-22;-9;633;-150;1202;22;-182;-25;561;-135;981;-23;-322;11;-837;-423;-1230;-13;67;7;-674;529;-1512;5;-25;5;-371;72;-1372;-31;88;-1;-888;35;-685;1;112;25;128;99;-383;1;32;12;-272;-309;51;-13;28;-5;242;-57;-132;0;34;2;58;-81;293;-15;-7;-6;157;3;44;5;15;2;26;-7;50;-11;-6;-12;104;66;100;7;9;6;-284;-13;49;-15;39;3;245;91;339;-6;-24;10;40;-33;217;-6;12;-2;248;98;55;3;-24;1;89;9;250;left
-4;-4;-3;164;5;-38;11;-24;0;-234;-27;105;-1;6;0;109;15;-54;4;-6;-1;-73;-13;48;-7;3;-1;56;39;-70;9;1;6;-64;-40;6;-2;1;-1;8;-11;8;-6;9;-7;66;33;2;7;-10;4;-41;-2;46;-3;-2;0;26;-20;-51;5;166;-16;454;296;46;42;30;0;932;3;1425;48;-102;16;-107;-380;1568;-21;-139;-28;32;-333;5;-2;-122;-13;-342;208;-580;9;-118;-1;-142;-3;-832;-20;-23;-3;-643;143;-1571;-17;81;-3;-762;220;-1104;9;113;30;-466;14;-512;-16;88;17;384;-4;98;left
-5;-13;2;-21;-161;92;-13;38;-5;10;-58;9;10;17;14;338;-53;159;-22;-10;-11;-133;-45;312;-6;9;-4;133;48;-61;-1;-17;-3;-70;95;271;9;45;4;76;-36;56;-1;-3;8;40;8;545;-10;-14;-3;268;16;-20;-3;-27;-1;-68;-2;138;-7;-9;-4;84;42;-39;5;0;3;-81;20;14;11;7;4;109;-8;22;-3;-11;-2;8;-26;-13;0;0;0;-111;-13;-11;1;8;1;61;9;-18;-1;-1;0;4;-6;-10;0;3;-1;-25;-10;32;-4;1;-1;13;17;-3;5;-6;2;10;-19;0;left
51;295;21;1168;33;1023;7;-120;-14;196;66;2433;14;-163;-33;-323;-414;267;-10;-121;-61;414;125;-787;33;-188;6;-497;244;-1144;-25;30;17;-1101;80;-1841;3;71;29;-331;268;-778;-7;105;33;-347;-343;-524;-30;54;2;86;-42;-11;-9;0;6;-18;-87;-85;-9;33;-5;306;-72;194;-14;33;-8;198;109;209;7;-16;6;-254;-100;196;-6;22;1;199;-14;230;-11;-24;-4;-84;11;93;-3;25;4;254;75;166;-7;-12;0;-110;-21;174;-4;-1;0;179;60;75;4;-13;-1;-4;11;55;-2;-3;-2;108;32;46;left
3;-12;1;-48;9;-8;3;7;0;19;3;-31;2;-3;2;-71;-25;42;-4;3;-1;105;31;-75;6;-3;2;-115;-32;107;-7;7;-2;136;36;-49;6;-11;2;-142;-42;60;-3;5;-1;126;33;-85;0;-2;-2;-98;-34;72;2;-1;0;84;33;-38;8;157;28;1;36;-57;9;66;-16;1197;92;1374;65;-37;-21;109;17;2285;1;-191;-43;152;-61;602;11;-177;-18;-311;-178;-1431;6;-79;-3;-618;133;-1434;-2;11;12;-423;172;-1578;-8;54;20;-853;-88;-667;-9;81;27;-135;-250;-636;-19;49;0;-172;-87;-177;left
-9;24;15;372;105;-33;0;36;16;27;-57;-216;-19;46;-7;206;-23;235;-14;-20;-8;-58;87;82;-6;10;-8;256;39;-119;-7;26;-1;152;141;538;3;-2;10;-197;-101;682;-15;-23;0;-11;-60;554;-7;-9;-2;322;60;-91;6;-18;3;-181;-35;245;-1;-20;-2;92;50;-93;6;2;0;-66;-10;-40;1;12;-1;96;26;-8;-1;-10;0;-16;-15;50;0;-2;2;-21;-7;-78;0;4;-1;-22;-23;-19;0;7;-1;-14;11;53;-1;0;1;64;34;-28;2;3;0;2;-19;15;3;-8;2;-6;-9;3;left
8;396;-31;1132;102;455;86;-216;24;-254;433;3910;42;-186;-27;1153;-741;-59;-8;-199;-14;-553;-36;-1187;-21;-57;1;-1166;-9;-1563;-4;28;7;213;398;-1342;-21;4;-4;-894;-249;-962;-35;91;4;-220;153;-974;17;53;29;-79;-5;-564;-11;29;-2;-200;-145;15;-24;73;-3;404;29;-301;-5;37;7;-316;7;922;-33;-18;-7;396;103;330;25;-24;19;-498;-27;173;-24;57;-13;514;-68;171;7;9;15;-489;46;699;-24;7;-4;1025;66;174;11;-66;3;-246;-70;201;-4;1;-5;145;49;-176;11;-6;5;-152;-45;111;left
-8;7;-8;131;13;-141;3;-10;-1;-70;63;171;8;6;10;72;-72;-136;-12;2;-8;-101;-23;117;4;2;2;139;76;-62;10;-8;4;-91;-64;49;-8;1;-5;75;4;-60;-3;1;0;-77;15;41;2;6;1;50;4;-29;-1;-4;-4;-56;5;42;5;163;11;394;69;-77;42;87;2;415;-157;1687;39;-9;-29;455;371;3043;62;-241;-36;929;-462;386;16;-239;-3;-616;-429;-1272;-39;-6;-27;-860;645;-2083;16;-25;48;-469;240;-1527;-20;57;7;-605;-245;-973;-45;83;12;-142;67;-754;-20;34;8;-61;-122;-194;left
-18;43;-4;18;-49;-69;6;-8;19;65;81;-19;2;31;-7;-84;-220;-1;-22;-5;-3;-49;-61;66;-25;46;-11;100;73;194;-12;16;13;273;199;136;-12;-7;3;-315;-30;768;4;9;6;554;22;44;1;-24;-2;-378;-36;472;-12;23;-3;437;87;-110;11;-38;2;-150;-7;343;3;1;7;196;-5;-175;7;-10;-1;-188;-60;188;-8;4;-8;185;29;-154;8;-7;3;-196;-32;98;-7;13;-5;138;47;-97;3;-3;4;-30;-5;65;3;-1;3;45;-27;-84;-5;2;-4;-95;-7;128;-1;-1;-4;110;34;-77;left
40;310;16;740;204;848;49;-34;-19;293;-25;2623;77;-252;-37;978;-689;1500;-32;-311;-9;-859;-373;-1735;-28;11;-22;-483;1018;-1565;-4;51;40;-867;31;-1341;-42;97;-3;47;181;-747;8;11;37;-55;-53;-652;-9;37;3;-597;-380;161;-25;11;-15;439;44;-254;18;3;5;-64;-37;-112;-10;3;-4;-74;14;-289;3;24;5;-83;76;-274;-9;33;1;-194;-114;187;-30;9;-9;231;90;75;15;48;10;140;274;-125;12;-40;18;-108;-382;628;-37;41;-23;42;60;658;16;-42;15;421;41;-41;-10;21;-5;-341;-26;303;left
